,dataset,backbone,attack_name,defense_name,ratio,test_acc,test_asr,test_ra
92,gtsrb,preactresnet18,blended,fp,0.01,0.987094223499298,0.9587112665176392,0.0361972972750663
93,gtsrb,preactresnet18,blended,fp,0.05,0.9874901175498962,0.999284029006958,0.0005568814813159
94,gtsrb,preactresnet18,blended,fp,0.1,0.9837688207626344,1.0,0.0
95,gtsrb,preactresnet18,blended,nad,0.001,0.985352337360382,0.606762170791626,0.3236277103424072
96,gtsrb,preactresnet18,blended,nad,0.005,0.9874109029769896,0.8967382907867432,0.0885441601276397
97,gtsrb,preactresnet18,blended,nad,0.01,0.987331748008728,0.9576770663261414,0.0400159135460853
98,gtsrb,preactresnet18,blended,nad,0.05,0.988202691078186,0.9991249442100524,0.0007159904926083
99,gtsrb,preactresnet18,blended,nad,0.1,0.986064910888672,1.0,0.0
100,gtsrb,preactresnet18,blended,nc,0.001,0.9859065413475036,0.6330151557922363,0.3032617568969726
101,gtsrb,preactresnet18,blended,nc,0.005,0.9767220616340636,0.1457438468933105,0.5581543445587158
102,gtsrb,preactresnet18,blended,nc,0.01,0.9699921011924744,0.1087509989738464,0.5961018800735474
103,gtsrb,preactresnet18,blended,nc,0.05,0.9664291143417358,0.0314240269362926,0.5832935571670532
104,gtsrb,preactresnet18,blended,nc,0.1,0.9775930047035216,0.0802704915404319,0.5973747372627258
105,gtsrb,preactresnet18,blended,anp,0.001,0.9769595861434937,0.6081146001815796,0.287509948015213
106,gtsrb,preactresnet18,blended,anp,0.005,0.960015833377838,0.7047733068466187,0.1713603883981704
107,gtsrb,preactresnet18,blended,anp,0.01,0.9277909398078918,0.7988067269325256,0.1054892614483833
108,gtsrb,preactresnet18,blended,anp,0.05,0.9391924142837524,0.6809069514274597,0.1937151998281479
109,gtsrb,preactresnet18,blended,anp,0.1,0.958511471748352,0.428003191947937,0.2765314280986786
110,gtsrb,preactresnet18,blended,ac,0.001,0.972288191318512,0.5973747372627258,0.3198886513710022
111,gtsrb,preactresnet18,blended,ac,0.005,0.969912886619568,0.8505967259407043,0.1298329383134842
112,gtsrb,preactresnet18,blended,ac,0.01,0.9710213541984558,0.9434368014335632,0.0419252216815948
113,gtsrb,preactresnet18,blended,ac,0.05,0.9748218655586244,0.9972952008247375,0.0023070804309099
114,gtsrb,preactresnet18,blended,ac,0.1,0.9861441254615784,1.0,0.0
115,gtsrb,preactresnet18,blended,spectral,0.001,0.974030077457428,0.42354816198349,0.3816228806972503
116,gtsrb,preactresnet18,blended,spectral,0.005,0.974425971508026,0.8595863580703735,0.1155131235718727
117,gtsrb,preactresnet18,blended,spectral,0.01,0.9770388007164,0.9401750564575196,0.0560859031975269
118,gtsrb,preactresnet18,blended,spectral,0.05,0.975771963596344,0.9983294010162354,0.0015910899965092
119,gtsrb,preactresnet18,blended,spectral,0.1,0.987569272518158,1.0,0.0
120,gtsrb,preactresnet18,blended,abl,0.001,0.2740300893783569,0.3159109055995941,0.1143993660807609
121,gtsrb,preactresnet18,blended,abl,0.005,0.2566112279891968,0.0017501990078017,0.0592681020498275
122,gtsrb,preactresnet18,blended,abl,0.01,0.282185286283493,0.0226730313152074,0.0572792403399944
123,gtsrb,preactresnet18,blended,abl,0.05,0.4418052136898041,0.0,0.2390612661838531
124,gtsrb,preactresnet18,blended,abl,0.1,0.3299287259578705,0.0,0.175576776266098
125,gtsrb,preactresnet18,blended,clp,0.001,0.9755344418052256,0.6715194908512331,0.2558472553699284
126,gtsrb,preactresnet18,blended,clp,0.005,0.9841646872525732,0.9273667462211614,0.0595863166268894
127,gtsrb,preactresnet18,blended,clp,0.01,0.978068091844814,0.9591885441527448,0.0341288782816229
128,gtsrb,preactresnet18,blended,clp,0.05,0.9649247822644498,0.9671439936356404,0.0266507557677008
129,gtsrb,preactresnet18,blended,clp,0.1,0.9847980997624703,1.0,0.0
130,gtsrb,preactresnet18,blended,i-bau,0.001,0.0984164687252573,0.0,0.0962609387430389
131,gtsrb,preactresnet18,blended,i-bau,0.005,0.919556611243072,0.4668257756563246,0.1752585521081941
132,gtsrb,preactresnet18,blended,i-bau,0.01,0.9398258115597784,0.2785202863961813,0.2190135242641209
133,gtsrb,preactresnet18,blended,i-bau,0.05,0.8463182897862233,0.0,0.3035003977724741
134,gtsrb,preactresnet18,blended,i-bau,0.1,0.9235154394299288,0.8634844868735083,0.0859188544152744
135,gtsrb,preactresnet18,blended,d-br,0.001,0.3246239113222486,0.0,0.1704057279236276
136,gtsrb,preactresnet18,blended,d-br,0.005,0.3447347585114806,0.0,0.2223548130469371
137,gtsrb,preactresnet18,blended,d-br,0.01,0.2189231987331749,0.0,0.1328560063643596
138,gtsrb,preactresnet18,blended,d-br,0.05,0.4244655581947743,0.2672235481304694,0.1931583134447096
139,gtsrb,preactresnet18,blended,d-br,0.1,0.0264449722882026,0.6332537788385044,0.0177406523468575
140,gtsrb,preactresnet18,blended,d-st,0.001,0.8666666666666667,0.1937151949085123,0.4469371519490851
141,gtsrb,preactresnet18,blended,d-st,0.005,0.8408551068883611,0.1097852028639618,0.4428003182179793
142,gtsrb,preactresnet18,blended,d-st,0.01,0.8944576405384006,0.6726332537788385,0.2486873508353222
143,gtsrb,preactresnet18,blended,d-st,0.05,0.879889152810768,0.9694510739856802,0.0245823389021479
144,gtsrb,preactresnet18,blended,d-st,0.1,0.8582739509105305,0.996499602227526,0.0029435163086714
145,gtsrb,preactresnet18,blended,dde,0.001,0.9819477434679336,0.6238663484486874,0.2799522673031026
146,gtsrb,preactresnet18,blended,dde,0.005,0.9749802058590658,0.9531424025457438,0.0375497215592681
147,gtsrb,preactresnet18,blended,dde,0.01,0.982185273159145,0.9778838504375498,0.0213206046141607
148,gtsrb,preactresnet18,blended,dde,0.05,0.9821060965954076,0.9995226730310264,0.0002386634844868
149,gtsrb,preactresnet18,blended,dde,0.1,0.9790182106096595,1.0,0.0
150,gtsrb,preactresnet18,blended,mbns,0.001,0.9847980997624703,0.641447891805887,0.2964200477326969
151,gtsrb,preactresnet18,blended,mbns,0.005,0.9869358669833728,0.9379474940334128,0.0499602227525855
152,gtsrb,preactresnet18,blended,mbns,0.01,0.9868566904196358,0.975258552108194,0.0236276849642004
153,gtsrb,preactresnet18,blended,mbns,0.05,0.9874901029295328,0.9997613365155132,7.955449482895784e-05
154,gtsrb,preactresnet18,blended,mbns,0.1,0.9813935075217736,1.0,0.0
155,gtsrb,preactresnet18,blended,dbd,0.001,0.8759303092956543,0.0,0.8492442965507507
156,gtsrb,preactresnet18,blended,dbd,0.005,0.7920031547546387,0.0,0.7782816290855408
157,gtsrb,preactresnet18,blended,dbd,0.01,0.7820268869400024,0.9998409152030944,0.0001591089967405
158,gtsrb,preactresnet18,blended,dbd,0.05,0.7186856865882874,1.0,0.0
159,gtsrb,preactresnet18,blended,dbd,0.1,0.8172605037689209,0.999681830406189,0.000318217993481
160,gtsrb,preactresnet18,blind,no defense,0.001,,,
161,gtsrb,preactresnet18,blind,no defense,0.005,,,
162,gtsrb,preactresnet18,blind,no defense,0.01,,,
163,gtsrb,preactresnet18,blind,no defense,0.05,,,
164,gtsrb,preactresnet18,blind,no defense,0.1,0.4255740300870942,0.6929196499602227,0.2617342879872713
165,gtsrb,preactresnet18,blind,ft,0.001,,,
166,gtsrb,preactresnet18,blind,ft,0.005,,,
167,gtsrb,preactresnet18,blind,ft,0.01,,,
168,gtsrb,preactresnet18,blind,ft,0.05,,,
169,gtsrb,preactresnet18,blind,ft,0.1,0.9848772763262076,0.1404136833731105,0.4053301511535401
170,gtsrb,preactresnet18,blind,fp,0.001,,,
171,gtsrb,preactresnet18,blind,fp,0.005,,,
172,gtsrb,preactresnet18,blind,fp,0.01,,,
173,gtsrb,preactresnet18,blind,fp,0.05,,,
174,gtsrb,preactresnet18,blind,fp,0.1,,,
175,gtsrb,preactresnet18,blind,nad,0.001,,,
176,gtsrb,preactresnet18,blind,nad,0.005,,,
177,gtsrb,preactresnet18,blind,nad,0.01,,,
178,gtsrb,preactresnet18,blind,nad,0.05,,,
179,gtsrb,preactresnet18,blind,nad,0.1,0.9782264449722882,0.0003977724741447,0.9690533015115352
180,gtsrb,preactresnet18,blind,nc,0.001,,,
181,gtsrb,preactresnet18,blind,nc,0.005,,,
182,gtsrb,preactresnet18,blind,nc,0.01,,,
183,gtsrb,preactresnet18,blind,nc,0.05,,,
184,gtsrb,preactresnet18,blind,nc,0.1,0.9163103721298496,0.0003977724741447,0.915433571996818
185,gtsrb,preactresnet18,blind,anp,0.001,,,
186,gtsrb,preactresnet18,blind,anp,0.005,,,
187,gtsrb,preactresnet18,blind,anp,0.01,,,
188,gtsrb,preactresnet18,blind,anp,0.05,,,
189,gtsrb,preactresnet18,blind,anp,0.1,0.4151227236737925,0.2758949880668258,0.3906921241050119
190,gtsrb,preactresnet18,blind,ac,0.001,,,
191,gtsrb,preactresnet18,blind,ac,0.005,,,
192,gtsrb,preactresnet18,blind,ac,0.01,,,
193,gtsrb,preactresnet18,blind,ac,0.05,,,
194,gtsrb,preactresnet18,blind,ac,0.1,,,
195,gtsrb,preactresnet18,blind,spectral,0.001,,,
196,gtsrb,preactresnet18,blind,spectral,0.005,,,
197,gtsrb,preactresnet18,blind,spectral,0.01,,,
198,gtsrb,preactresnet18,blind,spectral,0.05,,,
199,gtsrb,preactresnet18,blind,spectral,0.1,,,
200,gtsrb,preactresnet18,blind,abl,0.001,,,
201,gtsrb,preactresnet18,blind,abl,0.005,,,
202,gtsrb,preactresnet18,blind,abl,0.01,,,
203,gtsrb,preactresnet18,blind,abl,0.05,,,
204,gtsrb,preactresnet18,blind,abl,0.1,,,
205,gtsrb,preactresnet18,blind,clp,0.001,,,
206,gtsrb,preactresnet18,blind,clp,0.005,,,
207,gtsrb,preactresnet18,blind,clp,0.01,,,
208,gtsrb,preactresnet18,blind,clp,0.05,,,
209,gtsrb,preactresnet18,blind,clp,0.1,0.4993665874901029,0.6215592680986476,0.3015115354017502
210,gtsrb,preactresnet18,blind,i-bau,0.001,,,
211,gtsrb,preactresnet18,blind,i-bau,0.005,,,
212,gtsrb,preactresnet18,blind,i-bau,0.01,,,
213,gtsrb,preactresnet18,blind,i-bau,0.05,,,
214,gtsrb,preactresnet18,blind,i-bau,0.1,0.87458432304038,0.0,0.8688941925218775
215,gtsrb,preactresnet18,blind,d-br,0.001,,,
216,gtsrb,preactresnet18,blind,d-br,0.005,,,
217,gtsrb,preactresnet18,blind,d-br,0.01,,,
218,gtsrb,preactresnet18,blind,d-br,0.05,,,
219,gtsrb,preactresnet18,blind,d-br,0.1,,,
220,gtsrb,preactresnet18,blind,d-st,0.001,,,
221,gtsrb,preactresnet18,blind,d-st,0.005,,,
222,gtsrb,preactresnet18,blind,d-st,0.01,,,
223,gtsrb,preactresnet18,blind,d-st,0.05,,,
224,gtsrb,preactresnet18,blind,d-st,0.1,,,
225,gtsrb,preactresnet18,blind,dde,0.001,,,
226,gtsrb,preactresnet18,blind,dde,0.005,,,
227,gtsrb,preactresnet18,blind,dde,0.01,,,
228,gtsrb,preactresnet18,blind,dde,0.05,,,
229,gtsrb,preactresnet18,blind,dde,0.1,,,
230,gtsrb,preactresnet18,blind,mbns,0.001,,,
231,gtsrb,preactresnet18,blind,mbns,0.005,,,
232,gtsrb,preactresnet18,blind,mbns,0.01,,,
233,gtsrb,preactresnet18,blind,mbns,0.05,,,
234,gtsrb,preactresnet18,blind,mbns,0.1,0.434362628661916,0.5568814638027049,0.3552108194112967
235,gtsrb,preactresnet18,blind,dbd,0.001,,,
236,gtsrb,preactresnet18,blind,dbd,0.005,,,
237,gtsrb,preactresnet18,blind,dbd,0.01,,,
238,gtsrb,preactresnet18,blind,dbd,0.05,,,
239,gtsrb,preactresnet18,blind,dbd,0.1,,,
240,gtsrb,preactresnet18,bpp,no defense,0.001,,,
241,gtsrb,preactresnet18,bpp,no defense,0.005,,,
242,gtsrb,preactresnet18,bpp,no defense,0.01,,,
243,gtsrb,preactresnet18,bpp,no defense,0.05,0.9821060965954076,0.9897374701670644,0.0100238663484486
244,gtsrb,preactresnet18,bpp,no defense,0.1,0.9743467933491686,0.9990453460620524,0.0009546539379474
245,gtsrb,preactresnet18,bpp,ft,0.001,,,
246,gtsrb,preactresnet18,bpp,ft,0.005,,,
247,gtsrb,preactresnet18,bpp,ft,0.01,,,
248,gtsrb,preactresnet18,bpp,ft,0.05,,,
249,gtsrb,preactresnet18,bpp,ft,0.1,,,
250,gtsrb,preactresnet18,bpp,fp,0.001,,,
251,gtsrb,preactresnet18,bpp,fp,0.005,,,
252,gtsrb,preactresnet18,bpp,fp,0.01,,,
253,gtsrb,preactresnet18,bpp,fp,0.05,,,
254,gtsrb,preactresnet18,bpp,fp,0.1,,,
255,gtsrb,preactresnet18,bpp,nad,0.001,,,
256,gtsrb,preactresnet18,bpp,nad,0.005,,,
257,gtsrb,preactresnet18,bpp,nad,0.01,,,
258,gtsrb,preactresnet18,bpp,nad,0.05,,,
259,gtsrb,preactresnet18,bpp,nad,0.1,,,
260,gtsrb,preactresnet18,bpp,nc,0.001,,,
261,gtsrb,preactresnet18,bpp,nc,0.005,,,
262,gtsrb,preactresnet18,bpp,nc,0.01,,,
263,gtsrb,preactresnet18,bpp,nc,0.05,,,
264,gtsrb,preactresnet18,bpp,nc,0.1,,,
265,gtsrb,preactresnet18,bpp,anp,0.001,,,
266,gtsrb,preactresnet18,bpp,anp,0.005,,,
267,gtsrb,preactresnet18,bpp,anp,0.01,,,
268,gtsrb,preactresnet18,bpp,anp,0.05,,,
269,gtsrb,preactresnet18,bpp,anp,0.1,,,
270,gtsrb,preactresnet18,bpp,ac,0.001,,,
271,gtsrb,preactresnet18,bpp,ac,0.005,,,
272,gtsrb,preactresnet18,bpp,ac,0.01,,,
273,gtsrb,preactresnet18,bpp,ac,0.05,,,
274,gtsrb,preactresnet18,bpp,ac,0.1,,,
275,gtsrb,preactresnet18,bpp,spectral,0.001,,,
276,gtsrb,preactresnet18,bpp,spectral,0.005,,,
277,gtsrb,preactresnet18,bpp,spectral,0.01,,,
278,gtsrb,preactresnet18,bpp,spectral,0.05,,,
279,gtsrb,preactresnet18,bpp,spectral,0.1,,,
280,gtsrb,preactresnet18,bpp,abl,0.001,,,
281,gtsrb,preactresnet18,bpp,abl,0.005,,,
282,gtsrb,preactresnet18,bpp,abl,0.01,,,
283,gtsrb,preactresnet18,bpp,abl,0.05,,,
284,gtsrb,preactresnet18,bpp,abl,0.1,,,
285,gtsrb,preactresnet18,bpp,clp,0.001,,,
286,gtsrb,preactresnet18,bpp,clp,0.005,,,
287,gtsrb,preactresnet18,bpp,clp,0.01,,,
288,gtsrb,preactresnet18,bpp,clp,0.05,,,
289,gtsrb,preactresnet18,bpp,clp,0.1,,,
290,gtsrb,preactresnet18,bpp,i-bau,0.001,,,
291,gtsrb,preactresnet18,bpp,i-bau,0.005,,,
292,gtsrb,preactresnet18,bpp,i-bau,0.01,,,
293,gtsrb,preactresnet18,bpp,i-bau,0.05,,,
294,gtsrb,preactresnet18,bpp,i-bau,0.1,,,
295,gtsrb,preactresnet18,bpp,d-br,0.001,,,
296,gtsrb,preactresnet18,bpp,d-br,0.005,,,
297,gtsrb,preactresnet18,bpp,d-br,0.01,,,
298,gtsrb,preactresnet18,bpp,d-br,0.05,,,
299,gtsrb,preactresnet18,bpp,d-br,0.1,,,
300,gtsrb,preactresnet18,bpp,d-st,0.001,,,
301,gtsrb,preactresnet18,bpp,d-st,0.005,,,
302,gtsrb,preactresnet18,bpp,d-st,0.01,,,
303,gtsrb,preactresnet18,bpp,d-st,0.05,,,
304,gtsrb,preactresnet18,bpp,d-st,0.1,,,
305,gtsrb,preactresnet18,bpp,dde,0.001,,,
306,gtsrb,preactresnet18,bpp,dde,0.005,,,
307,gtsrb,preactresnet18,bpp,dde,0.01,,,
308,gtsrb,preactresnet18,bpp,dde,0.05,,,
309,gtsrb,preactresnet18,bpp,dde,0.1,,,
310,gtsrb,preactresnet18,bpp,mbns,0.001,,,
311,gtsrb,preactresnet18,bpp,mbns,0.005,,,
312,gtsrb,preactresnet18,bpp,mbns,0.01,,,
313,gtsrb,preactresnet18,bpp,mbns,0.05,,,
314,gtsrb,preactresnet18,bpp,mbns,0.1,,,
315,gtsrb,preactresnet18,bpp,dbd,0.001,,,
316,gtsrb,preactresnet18,bpp,dbd,0.005,,,
317,gtsrb,preactresnet18,bpp,dbd,0.01,,,
318,gtsrb,preactresnet18,bpp,dbd,0.05,,,
319,gtsrb,preactresnet18,bpp,dbd,0.1,,,
320,gtsrb,preactresnet18,inputaware,no defense,0.001,0.98756927949327,0.662132060461416,0.2445505261421203
321,gtsrb,preactresnet18,inputaware,no defense,0.005,0.9839271575613618,0.3298329355608592,0.6412889361381531
322,gtsrb,preactresnet18,inputaware,no defense,0.01,0.9874901029295328,0.0704057279236276,0.7617342472076416
323,gtsrb,preactresnet18,inputaware,no defense,0.05,0.9825811559778306,0.928400954653938,0.0712807923555374
324,gtsrb,preactresnet18,inputaware,no defense,0.1,0.9876484560570072,0.9591885441527448,0.0405727736651897
325,gtsrb,preactresnet18,inputaware,ft,0.001,,,
326,gtsrb,preactresnet18,inputaware,ft,0.005,,,
327,gtsrb,preactresnet18,inputaware,ft,0.01,,,
328,gtsrb,preactresnet18,inputaware,ft,0.05,0.992794930934906,0.0366746224462986,0.9529038071632384
329,gtsrb,preactresnet18,inputaware,ft,0.1,0.9902612566947936,0.0468575991690158,0.9335720539093018
330,gtsrb,preactresnet18,inputaware,fp,0.001,,,
331,gtsrb,preactresnet18,inputaware,fp,0.005,,,
332,gtsrb,preactresnet18,inputaware,fp,0.01,,,
333,gtsrb,preactresnet18,inputaware,fp,0.05,0.989311158657074,0.0406523495912551,0.9309467673301696
334,gtsrb,preactresnet18,inputaware,fp,0.1,0.989073634147644,0.0445505194365978,0.8946698904037476
335,gtsrb,preactresnet18,inputaware,nad,0.001,,,
336,gtsrb,preactresnet18,inputaware,nad,0.005,,,
337,gtsrb,preactresnet18,inputaware,nad,0.01,,,
338,gtsrb,preactresnet18,inputaware,nad,0.05,0.9924781918525696,0.2439140975475311,0.7505967020988464
339,gtsrb,preactresnet18,inputaware,nad,0.1,0.990419626235962,0.0792362838983535,0.8984089493751526
340,gtsrb,preactresnet18,inputaware,nc,0.001,,,
